"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Mookie Betts","Red Sox","MIN @ BOS","RF","4.70","1.26",".72",".28",".04",".22",".87",".67",".18",".07",".71",".61","9.82","15.24","11.52","13611"
"Giancarlo Stanton","Yankees","KC @ NYY","DH","4.61","1.24",".68",".23",".01",".33",".87",".84",".02",".02",".57","1.05","9.61","15.01","11.21","4949"
"Mike Trout","Angels","SEA @ LAA","CF","4.35","1.14",".61",".21",".03",".29",".76",".69",".09",".04",".80",".76","9.45","14.67","11.01","10155"
"J.D. Martinez","Red Sox","MIN @ BOS","DH","4.48","1.20",".64",".25",".02",".30",".77",".92",".01",".01",".56","1.12","9.28","14.53","10.81","6184"
"Khris Davis","Athletics","OAK @ COL","DH","4.66","1.15",".56",".25",".02",".31",".77",".92",".01",".01",".55","1.08","9.26","14.51","10.76","9112"
"Jose Ramirez","Indians","CLE @ DET","3B","4.69","1.25",".66",".31",".05",".23",".74",".75",".09",".05",".50",".49","9.04","14.08","10.66","13510"
"Francisco Lindor","Indians","CLE @ DET","SS","4.92","1.29",".73",".28",".04",".24",".76",".67",".09",".05",".42",".64","8.82","13.72","10.48","12916"
"Rhys Hoskins","Phillies","PHI @ CIN","LF","4.66","1.07",".52",".20",".01",".34",".77",".72",".04",".02",".55","1.12","8.81","13.73","10.27","16472"
"Andrew Benintendi","Red Sox","MIN @ BOS","LF","4.60","1.16",".71",".25",".05",".16",".79",".66",".11",".07",".70",".79","8.72","13.57","10.20","17901"
"Nolan Arenado","Rockies","OAK @ COL","3B","4.42","1.22",".65",".26",".05",".26",".74",".74",".02",".02",".45",".67","8.65","13.50","10.20","9777"
"Mark Canha","Athletics","OAK @ COL","LF","4.87","1.24",".69",".31",".03",".20",".79",".65",".03",".02",".53",".89","8.49","13.21","9.99","11445"
"Trevor Story","Rockies","OAK @ COL","SS","4.32","1.17",".60",".30",".06",".22",".64",".78",".07",".04",".36","1.10","8.32","13.00","9.85","12564"
"Paul Goldschmidt","Diamondbacks","ARI @ SD","1B","4.73","1.13",".68",".22",".02",".22",".74",".61",".08",".04",".63","1.14","8.35","12.97","9.79","9218"
"Nelson Cruz","Mariners","SEA @ LAA","DH","4.48","1.11",".64",".17",".01",".30",".66",".78",".01",".01",".52",".99","8.30","12.97","9.71","2434"
"Alex Bregman","Astros","TEX @ HOU","3B","4.57","1.15",".66",".30",".03",".16",".77",".60",".10",".06",".58",".53","8.31","12.92","9.76","17678"
"Max Muncy","Dodgers","LAD @ ATL","1B","4.72","1.05",".61",".20",".01",".22",".70",".67",".03",".02",".80","1.14","8.35","12.99","9.66","13301"
"Starling Marte","Pirates","NYM @ PIT","CF","4.53","1.31",".89",".23",".04",".16",".68",".53",".21",".10",".34",".70","8.15","12.62","9.87","9241"
"Michael Brantley","Indians","CLE @ DET","LF","4.80","1.39",".89",".30",".03",".17",".74",".63",".07",".04",".31",".38","8.13","12.66","9.79","4106"
"Manny Machado","Dodgers","LAD @ ATL","SS","4.82","1.29",".83",".26",".01",".19",".76",".60",".05",".04",".45",".68","8.15","12.68","9.71","11493"
"Joc Pederson","Dodgers","LAD @ ATL","LF","4.94","1.11",".59",".29",".02",".22",".73",".56",".05",".04",".61",".99","8.18","12.69","9.58","11899"
"Edwin Encarnacion","Indians","CLE @ DET","DH","4.59","1.03",".58",".17",".01",".28",".68",".79",".00",".00",".50",".90","8.08","12.65","9.41","2151"
"Marcus Semien","Athletics","OAK @ COL","SS","4.99","1.32",".87",".29",".03",".14",".72",".53",".10",".05",".48",".75","8.02","12.44","9.61","12533"
"Charlie Blackmon","Rockies","OAK @ COL","CF","4.65","1.28",".84",".20",".07",".18",".70",".52",".11",".06",".41",".84","7.96","12.35","9.60","7859"
"Bryce Harper","Nationals","WSH @ MIA","RF","4.67",".95",".53",".20",".01",".20",".67",".60",".04",".03",".90","1.07","8.10","12.59","9.31","11579"
"Aaron Hicks","Yankees","KC @ NYY","CF","4.50","1.05",".65",".19",".02",".18",".67",".65",".08",".05",".69",".65","8.00","12.46","9.33","5297"
"George Springer","Astros","TEX @ HOU","CF","4.69","1.14",".72",".21",".02",".19",".73",".55",".07",".04",".58",".76","7.90","12.28","9.31","12856"
"Jed Lowrie","Athletics","OAK @ COL","2B","4.76","1.27",".81",".31",".02",".12",".70",".65",".01",".01",".58",".71","7.87","12.28","9.29","4418"
"Jose Altuve","Astros","TEX @ HOU","2B","4.46","1.34",".95",".25",".03",".11",".64",".63",".10",".05",".46",".48","7.81","12.16","9.39","5417"
"A.J. Pollock","Diamondbacks","ARI @ SD","CF","4.53","1.14",".69",".26",".03",".16",".57",".71",".14",".06",".38",".73","7.80","12.17","9.28","9256"
"Joey Votto","Reds","PHI @ CIN","1B","4.35","1.05",".65",".21",".01",".19",".67",".54",".02",".01",".83",".78","7.86","12.19","9.13","4314"
"Trea Turner","Nationals","WSH @ MIA","SS","4.79","1.20",".86",".20",".05",".09",".65",".48",".29",".11",".38",".95","7.72","11.95","9.35","16252"
"Yasmani Grandal","Dodgers","LAD @ ATL","C","4.62","1.04",".60",".22",".01",".21",".63",".73",".02",".01",".58","1.17","7.80","12.19","9.08","11368"
"Matt Chapman","Athletics","OAK @ COL","3B","4.33","1.06",".56",".26",".04",".20",".61",".70",".03",".03",".52",".91","7.78","12.15","9.11","16505"
"Didi Gregorius","Yankees","KC @ NYY","SS","4.40","1.20",".78",".23",".02",".18",".64",".78",".04",".02",".35",".42","7.71","12.08","9.15","6012"
"Cody Bellinger","Dodgers","LAD @ ATL","1B","4.39","1.01",".54",".22",".03",".22",".61",".66",".05",".03",".57","1.13","7.76","12.10","9.07","15998"
"Scooter Gennett","Reds","PHI @ CIN","2B","4.47","1.25",".79",".22",".02",".22",".72",".60",".03",".02",".29","1.00","7.68","11.96","9.20","10339"
"Matt Olson","Athletics","OAK @ COL","1B","4.55","1.00",".57",".18",".01",".23",".67",".74",".02",".02",".54","1.06","7.76","12.14","9.01","14344"
"Justin Upton","Angels","SEA @ LAA","LF","4.27","1.04",".59",".19",".01",".25",".59",".77",".05",".02",".42","1.09","7.72","12.08","9.06","5222"
"Ian Desmond","Rockies","OAK @ COL","1B","4.54","1.16",".73",".20",".04",".18",".71",".54",".12",".06",".36","1.06","7.69","11.95","9.19","6885"
"Gleyber Torres","Yankees","KC @ NYY","2B","4.29","1.15",".75",".22",".02",".17",".64",".69",".09",".06",".38",".85","7.65","11.95","9.09","16997"
"Brett Gardner","Yankees","KC @ NYY","LF","4.72","1.18",".83",".19",".04",".12",".74",".52",".10",".05",".56",".54","7.64","11.87","9.08","9927"
"Stephen Piscotty","Athletics","OAK @ COL","RF","4.44","1.15",".68",".28",".03",".17",".65",".65",".03",".03",".47",".75","7.64","11.92","9.02","13367"
"Mitch Haniger","Mariners","SEA @ LAA","RF","4.58","1.06",".63",".21",".02",".20",".64",".65",".05",".03",".53","1.12","7.66","11.93","8.98","14274"
"Eugenio Suarez","Reds","PHI @ CIN","3B","4.26","1.05",".62",".18",".02",".23",".58",".76",".02",".02",".47","1.09","7.62","11.93","8.95","12552"
"Matt Adams","Nationals","WSH @ MIA","1B","4.59","1.12",".66",".24",".01",".21",".62",".78",".01",".01",".37","1.02","7.56","11.85","8.90","9393"
"Anthony Rizzo","Cubs","CHC @ STL","1B","4.82","1.13",".70",".24",".02",".18",".66",".47",".04",".03",".60",".69","7.51","11.63","8.88","3473"
"Greg Bird","Yankees","KC @ NYY","1B","4.19",".92",".49",".20",".01",".22",".63",".68",".01",".01",".63",".84","7.53","11.76","8.69","14131"
"Yonder Alonso","Indians","CLE @ DET","1B","4.48","1.12",".69",".21",".00",".21",".62",".67",".01",".01",".45",".81","7.45","11.63","8.79","2530"
"Carlos Santana","Phillies","PHI @ CIN","1B","4.44",".94",".51",".19",".01",".23",".62",".64",".02",".01",".63",".67","7.51","11.71","8.71","2396"
"Jean Segura","Mariners","SEA @ LAA","SS","4.68","1.34",".97",".25",".02",".10",".61",".51",".17",".09",".27",".67","7.32","11.35","8.95","5933"
"Mitch Moreland","Red Sox","MIN @ BOS","1B","4.38","1.00",".59",".23",".02",".17",".62",".70",".01",".01",".60",".88","7.44","11.64","8.65","3086"
"David Peralta","Diamondbacks","ARI @ SD","LF","4.63","1.22",".80",".24",".03",".15",".60",".61",".04",".03",".41",".80","7.34","11.44","8.79","2136"
"Justin Smoak","Blue Jays","TOR @ CWS","1B","4.58",".96",".53",".21",".00",".21",".60",".58",".01",".01",".71",".98","7.44","11.57","8.62","9054"
"Curtis Granderson","Blue Jays","TOR @ CWS","LF","4.82",".90",".46",".21",".02",".21",".62",".51",".05",".03",".70","1.14","7.42","11.51","8.60","4747"
"Matt Kemp","Dodgers","LAD @ ATL","LF","4.50","1.18",".74",".24",".01",".18",".59",".72",".01",".01",".31","1.07","7.26","11.37","8.63","5631"
"Odubel Herrera","Phillies","PHI @ CIN","CF","4.55","1.24",".81",".22",".02",".18",".58",".58",".06",".04",".27",".93","7.19","11.19","8.69","11476"
