"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Charlie Blackmon","Rockies","OAK @ COL","CF","4.76","1.41",".81",".24",".09",".27",".87",".64",".10",".06",".56",".73","9.85","15.27","11.73","7859"
"Khris Davis","Athletics","OAK @ COL","DH","4.72","1.15",".53",".24",".03",".36",".84","1.01",".02",".01",".55","1.26","9.89","15.51","11.45","9112"
"Nolan Arenado","Rockies","OAK @ COL","3B","4.53","1.27",".66",".28",".04",".28",".83",".85",".02",".02",".56",".66","9.51","14.85","11.12","9777"
"Mike Trout","Angels","SEA @ LAA","CF","4.40","1.13",".63",".20",".03",".27",".80",".66",".12",".05",".88",".80","9.55","14.82","11.11","10155"
"Matt Olson","Athletics","OAK @ COL","1B","4.60","1.09",".53",".22",".01",".33",".79",".89",".02",".01",".66","1.10","9.41","14.72","10.87","14344"
"Matt Chapman","Athletics","OAK @ COL","3B","4.93","1.19",".61",".27",".05",".26",".84",".77",".04",".03",".61","1.20","9.30","14.50","10.85","16505"
"Jose Ramirez","Indians","CLE @ DET","3B","4.70","1.29",".70",".31",".06",".22",".76",".77",".10",".05",".50",".49","9.20","14.34","10.87","13510"
"Trevor Story","Rockies","OAK @ COL","SS","4.32","1.17",".59",".28",".06",".24",".69",".83",".07",".04",".43","1.10","8.74","13.66","10.28","12564"
"Nelson Cruz","Mariners","SEA @ LAA","DH","4.55","1.10",".62",".16",".00",".32",".73",".84",".01",".01",".57","1.06","8.74","13.68","10.17","2434"
"Francisco Lindor","Indians","CLE @ DET","SS","4.92","1.30",".76",".27",".04",".23",".76",".66",".08",".05",".40",".63","8.61","13.39","10.25","12916"
"Jed Lowrie","Athletics","OAK @ COL","2B","4.82","1.24",".73",".32",".03",".17",".80",".69",".01",".01",".66",".82","8.56","13.35","10.00","4418"
"Paul Goldschmidt","Diamondbacks","ARI @ SD","1B","4.57","1.04",".57",".21",".02",".24",".71",".64",".07",".03",".78","1.24","8.55","13.29","9.92","9218"
"Carlos Gonzalez","Rockies","OAK @ COL","RF","4.43","1.21",".67",".30",".02",".22",".71",".80",".03",".02",".44",".83","8.46","13.23","9.94","7287"
"Bryce Harper","Nationals","WSH @ MIA","RF","4.69",".95",".52",".19",".01",".23",".72",".64",".05",".03",".98",".94","8.55","13.29","9.79","11579"
"Giancarlo Stanton","Yankees","KC @ NYY","DH","4.51","1.11",".63",".19",".01",".29",".72",".74",".02",".01",".51","1.27","8.37","13.07","9.80","4949"
"A.J. Pollock","Diamondbacks","ARI @ SD","CF","4.47","1.12",".62",".26",".04",".21",".62",".75",".14",".06",".45",".80","8.33","13.00","9.83","9256"
"Michael Brantley","Indians","CLE @ DET","LF","4.81","1.40",".90",".32",".02",".15",".76",".62",".08",".04",".30",".37","8.13","12.66","9.78","4106"
"Joey Votto","Reds","PHI @ CIN","1B","4.39","1.16",".72",".24",".02",".19",".69",".60",".02",".01",".75",".62","8.13","12.63","9.51","4314"
"Scooter Gennett","Reds","PHI @ CIN","2B","4.49","1.34",".83",".28",".03",".22",".74",".62",".03",".02",".26",".83","8.01","12.47","9.63","10339"
"Edwin Encarnacion","Indians","CLE @ DET","DH","4.59","1.06",".60",".19",".01",".27",".67",".79",".01",".00",".49",".87","8.06","12.62","9.40","2151"
"Trea Turner","Nationals","WSH @ MIA","SS","4.82","1.22",".87",".19",".05",".11",".70",".49",".29",".11",".41",".84","7.98","12.36","9.65","16252"
"Stephen Piscotty","Athletics","OAK @ COL","RF","4.49","1.16",".66",".27",".02",".20",".65",".72",".04",".02",".49",".87","8.00","12.49","9.42","13367"
"Matt Adams","Nationals","WSH @ MIA","1B","4.60","1.12",".66",".20",".01",".24",".65",".84",".01",".01",".40",".92","7.98","12.52","9.36","9393"
"Alex Bregman","Astros","TEX @ HOU","3B","4.45","1.11",".59",".30",".03",".20",".67",".60",".08",".06",".51",".63","7.97","12.39","9.38","17678"
"Mookie Betts","Red Sox","MIN @ BOS","RF","4.53","1.15",".68",".27",".03",".17",".66",".51",".16",".06",".47",".72","7.91","12.25","9.42","13611"
"Rhys Hoskins","Phillies","PHI @ CIN","LF","4.48","1.00",".53",".22",".01",".24",".65",".71",".04",".03",".57","1.10","7.93","12.39","9.22","16472"
"Manny Machado","Dodgers","LAD @ ATL","SS","4.86","1.22",".80",".26",".01",".15",".70",".53",".06",".04",".62",".61","7.82","12.13","9.26","11493"
"Wil Myers","Padres","ARI @ SD","RF","4.34","1.04",".59",".20",".02",".23",".61",".66",".09",".05",".45","1.07","7.77","12.10","9.15","10047"
"Justin Upton","Angels","SEA @ LAA","LF","4.32","1.04",".60",".21",".01",".23",".61",".75",".05",".02",".49","1.16","7.76","12.14","9.08","5222"
"Carlos Santana","Phillies","PHI @ CIN","1B","4.80","1.02",".56",".23",".02",".21",".72",".47",".03",".02",".76",".71","7.82","12.11","9.10","2396"
"Freddie Freeman","Braves","LAD @ ATL","1B","4.36","1.21",".71",".30",".03",".18",".63",".55",".04",".03",".51",".86","7.73","12.00","9.19","5361"
"Jose Abreu","White Sox","TOR @ CWS","1B","4.39","1.17",".68",".27",".02",".20",".62",".68",".01",".01",".46",".72","7.72","12.04","9.12","15676"
"Asdrubal Cabrera","Phillies","PHI @ CIN","2B","4.69","1.25",".77",".27",".01",".19",".71",".57",".03",".01",".37",".87","7.69","11.97","9.18","4962"
"Randal Grichuk","Blue Jays","TOR @ CWS","RF","4.78","1.07",".52",".27",".03",".26",".62",".62",".04",".03",".36","1.40","7.72","12.01","9.12","10243"
"J.D. Martinez","Red Sox","MIN @ BOS","DH","4.32","1.10",".59",".24",".02",".26",".60",".73",".01",".01",".34","1.22","7.69","12.02","9.08","6184"
"Anthony Rizzo","Cubs","CHC @ STL","1B","4.86","1.15",".70",".26",".02",".17",".68",".48",".04",".03",".66",".65","7.73","11.97","9.11","3473"
"Nick Martini","Athletics","OAK @ COL","OF","5.04","1.14",".77",".21",".05",".10",".73",".45",".06",".04",".79","1.09","7.71","11.94","9.07","12005"
"Yonder Alonso","Indians","CLE @ DET","1B","4.48","1.17",".73",".23",".01",".21",".63",".70",".01",".01",".42",".76","7.63","11.92","9.03","2530"
"Steven Souza Jr.","Diamondbacks","ARI @ SD","RF","4.37",".94",".53",".17",".02",".22",".56",".71",".07",".05",".60","1.22","7.69","12.00","8.95","5667"
"Jean Segura","Mariners","SEA @ LAA","SS","4.77","1.35",".99",".23",".02",".12",".64",".52",".17",".09",".30",".70","7.54","11.70","9.20","5933"
"Gerardo Parra","Rockies","OAK @ COL","LF","4.64","1.28",".84",".29",".03",".11",".76",".52",".08",".05",".38",".69","7.59","11.79","9.09","8553"
"Mitch Haniger","Mariners","SEA @ LAA","RF","4.46","1.03",".62",".19",".01",".21",".63",".66",".05",".03",".54","1.12","7.62","11.89","8.93","14274"
"Eugenio Suarez","Reds","PHI @ CIN","3B","4.30","1.14",".70",".23",".01",".20",".58",".73",".03",".02",".38",".92","7.50","11.73","8.88","12552"
"George Springer","Astros","TEX @ HOU","CF","4.56","1.06",".61",".22",".01",".21",".68",".52",".06",".04",".53",".86","7.55","11.72","8.89","12856"
"Odubel Herrera","Phillies","PHI @ CIN","CF","4.59","1.26",".83",".24",".04",".16",".63",".61",".06",".04",".32",".96","7.46","11.61","8.98","11476"
"Matt Kemp","Dodgers","LAD @ ATL","LF","4.75","1.16",".75",".24",".01",".16",".60",".68",".01",".01",".52","1.03","7.47","11.67","8.82","5631"
"Kyle Seager","Mariners","SEA @ LAA","3B","4.36","1.02",".56",".22",".01",".24",".61",".69",".02",".01",".44",".88","7.47","11.67","8.75","9785"
"Chris Taylor","Dodgers","LAD @ ATL","SS","4.96","1.09",".68",".25",".06",".10",".63",".45",".11",".07",".69","1.28","7.49","11.58","8.84","13757"
