"Brandon Drury",3200,TOR,2B/3B,CHW,,0,6.4
"Omar Narvaez",3300,CHW,C,TOR,,0.999,5.01
"Aledmys Diaz",3100,TOR,SS,CHW,,0,4.96
"Marcus Semien",4400,OAK,SS,COL,,0.999,8.39
"Stephen Piscotty",4400,OAK,OF,COL,,0.999,7.81
"Khris Davis",5800,OAK,OF,COL,,0.766,10.56
"Dwight Smith Jr.",3400,TOR,OF,CHW,,0.999,4.74
"Adam Engel",3100,CHW,OF,TOR,,0.999,5.41
"Luke Maile",3100,TOR,C,CHW,,0.999,5.02
"Teoscar Hernandez",4000,TOR,OF,CHW,,0.76,8.33
"Leury Garcia",3900,CHW,OF,TOR,,0.732,7.41
"Yoan Moncada",4200,CHW,2B,TOR,,0.738,7.39
"Yolmer Sanchez",3600,CHW,3B,TOR,,0.999,6.15
"Matt Davidson",4000,CHW,1B/3B,TOR,,0.999,6.77
"Matt Chapman",4900,OAK,3B,COL,,0.756,10.45
"Jonathan Lucroy",3400,OAK,C,COL,,0.999,7.27
"Ryan McMahon",2900,COL,1B/3B,OAK,,0,8.2
"Patrick Valaika",3100,COL,1B/2B,OAK,,0,7.6
"Tom Murphy",3800,COL,C,OAK,,0.999,6.75
"Lorenzo Cain",4300,MIL,OF,SFG,,0.779,9.24
"Hernan Perez",3600,MIL,2B/OF,SFG,,0.999,6.41
"Ryan Braun",3700,MIL,1B/OF,SFG,,0.747,7.94
"Nick Martini",3400,OAK,OF,COL,,0.999,8.48
"Gerardo Parra",4200,COL,OF,OAK,,0.999,9.94
"Trevor Story",5100,COL,SS,OAK,,0.999,10.79
"Nolan Arenado",5300,COL,3B,OAK,,0.999,11.18
"Jed Lowrie",5100,OAK,2B,COL,,0.719,9.47
"Matt Olson",4600,OAK,1B,COL,,0.77,10.06
"Carlos Gonzalez",5500,COL,OF,OAK,,0.755,9.94
"Charlie Blackmon",5600,COL,OF,OAK,,0.782,11.51
"Justin Smoak",4000,TOR,1B,CHW,,0.736,7.68
"Lourdes Gurriel",3700,TOR,2B/SS,CHW,,0.999,7.13
"Jurickson Profar",4100,TEX,3B/SS,HOU,,0.999,5.67
"Rougned Odor",4200,TEX,2B,HOU,,0.999,6.65
"Joey Gallo",4300,TEX,1B/OF,HOU,,0.999,7.04
"Ronald Guzman",3600,TEX,1B,HOU,,0.999,4.51
"Tony Kemp",3900,HOU,OF,TEX,,0.999,4.4
"Josh Reddick",3800,HOU,OF,TEX,,0.999,6.36
"Shin-Soo Choo",4700,TEX,OF,HOU,,0.999,6.68
"Austin Jackson",3000,NYM,OF,PIT,,0,5.08
"Austin Meadows",3300,PIT,OF,NYM,,0,6.4
"Jeff McNeil",3200,NYM,2B/3B,PIT,,0.999,6.21
"Adam Frazier",3700,PIT,2B/OF,NYM,,0,6.96
"David Freese",4000,PIT,1B/3B,NYM,,0.729,6.31
"Luis Guillorme",2300,NYM,2B/3B,PIT,,0,5.04
"Sean Rodriguez",2700,PIT,2B/OF,NYM,,0.771,6.02
"Robinson Chirinos",3900,TEX,C,HOU,,0.999,6.13
"George Springer",5200,HOU,OF,TEX,,0.756,10.14
"Randal Grichuk",4000,TOR,OF,CHW,,0.999,8.8
"Isiah Kiner-Falefa",3900,TEX,2B/3B,HOU,,0.725,6.8
"Kendrys Morales",3900,TOR,1B,CHW,,0.999,7.3
"Tim Anderson",4300,CHW,SS,TOR,,0.768,8.06
"Avisail Garcia",4500,CHW,OF,TOR,,0.733,7.59
"Jose Abreu",4200,CHW,1B,TOR,,0.999,8.1
"Delino DeShields",2800,TEX,OF,HOU,,0.748,5.42
"Willie Calhoun",4200,TEX,OF,HOU,,0.765,5.09
"Yulieski Gurriel",3800,HOU,1B,TEX,,0.737,8.05
"Alex Bregman",5500,HOU,3B,TEX,,0.754,10.18
"Evan Gattis",4100,HOU,C,TEX,,0.736,6.61
"Martin Maldonado",2800,HOU,C,TEX,,0.999,4.12
"Tyler White",2600,HOU,1B,TEX,,0,7.6
"J.D. Davis",4000,HOU,1B/OF,TEX,,0,6.01
"Andrew McCutchen",4000,SFG,OF,MIL,,0.999,6.93
"Buster Posey",4000,SFG,C,MIL,,0.999,6.93
"Austin Hedges",3600,SDP,C,ARI,,0.999,5.19
"Christian Villanueva",3500,SDP,3B,ARI,,0.805,6.62
"Ketel Marte",4200,ARI,2B/SS,SDP,,0.746,7.67
"John Ryan Murphy",3200,ARI,C,SDP,,0.999,5.12
"A.J. Ellis",2800,SDP,C,ARI,,0,5.96
"Chris Owings",3500,ARI,OF,SDP,,0.999,5.95
"Manuel Margot",3900,SDP,OF,ARI,,0.999,6.3
"Wil Myers",4700,SDP,OF,ARI,,0.782,8.91
"Freddy Galvis",3400,SDP,SS,ARI,,0.999,6.43
"Eric Hosmer",3800,SDP,1B,ARI,,0.755,7.58
"Paul Goldschmidt",5100,ARI,1B,SDP,,0.768,10.37
"A.J. Pollock",5200,ARI,OF,SDP,,0.784,9.27
"Nick Ahmed",4400,ARI,SS,SDP,,0.999,6.21
"Steven Souza",4000,ARI,OF,SDP,,0.999,6.53
"Anthony Rizzo",4800,CHC,1B,STL,,0.758,9.1
"Jason Heyward",4100,CHC,OF,STL,,0.633,7.53
"Paul DeJong",4000,STL,SS,CHC,,0.757,7.37
"Yadier Molina",4000,STL,C,CHC,,0.999,6.55
"Marcell Ozuna",3400,STL,OF,CHC,,0.999,7.23
"Jose Martinez",3900,STL,1B,CHC,,0.807,7.62
"Yairo Munoz",4200,STL,SS,CHC,,0.999,5.05
"Tommy Pham",4600,STL,OF,CHC,,0.753,7.1
"Addison Russell",3400,CHC,SS,STL,,0.999,4.81
"Willson Contreras",4100,CHC,C,STL,,0.713,6.87
"Ian Happ",4200,CHC,OF,STL,,0.76,7.11
"Kyle Schwarber",4300,CHC,OF,STL,,0.999,7.32
"Matt Carpenter",5200,STL,1B/3B,CHC,,0.75,8.53
"Dexter Fowler",3800,STL,OF,CHC,,0.999,6.39
"Javier Baez",4700,CHC,2B/SS,STL,,0.999,7.48
"Albert Almora",3700,CHC,OF,STL,,0.694,6.35
"Carlos Asuaje",3800,SDP,2B,ARI,,0.702,6.8
"Travis Jankowski",4000,SDP,OF,ARI,,0.999,7.86
"Orlando Arcia",2700,MIL,SS,SFG,,0.999,4.98
"Mike Moustakas",4200,MIL,3B,SFG,,0,8.44
"Gorkys Hernandez",3800,SFG,OF,MIL,,0,4.4
"Dee Gordon",3900,SEA,2B/OF,LAA,,0.756,7.54
"Denard Span",4300,SEA,OF,LAA,,0.828,6.77
"Kyle Seager",3600,SEA,3B,LAA,,0.999,7.55
"Steven Duggar",3800,SFG,OF,MIL,,0.754,7.04
"Pablo Sandoval",3300,SFG,1B/3B,MIL,,0.999,6.04
"Jesus Aguilar",4900,MIL,1B,SFG,,0.739,8.24
"Evan Longoria",3500,SFG,3B,MIL,,0.999,5.95
"Manny Pina",2900,MIL,C,SFG,,0.999,5.3
"Christian Yelich",5400,MIL,OF,SFG,,0.73,6.97
"Brandon Crawford",3800,SFG,SS,MIL,,0.999,6.36
"Alen Hanson",3700,SFG,2B/OF,MIL,,0.729,7.08
"Kole Calhoun",3900,LAA,OF,SEA,,0.999,5.16
"Jean Segura",4600,SEA,SS,LAA,,0.765,8.15
"David Fletcher",3200,LAA,3B,SEA,,0.999,7.53
