"Mitch Garver",3400,MIN,C,KCR,,0.999,5.9
"Brian Dozier",4100,MIN,2B,KCR,,0.751,8.82
"Alcides Escobar",2600,KCR,SS,MIN,,0.999,5.21
"Mike Moustakas",4400,KCR,3B,MIN,,0.999,8.9
"Lucas Duda",3600,KCR,1B,MIN,,0.999,7.52
"Joe Mauer",3600,MIN,1B,KCR,,0.642,7.57
"Alex Gordon",3000,KCR,OF,MIN,,0.999,6.48
"Salvador Perez",3500,KCR,C,MIN,,0.754,8.85
"Jorge Bonifacio",3200,KCR,OF,MIN,,0.753,7.54
"Jed Lowrie",4500,OAK,2B/3B,HOU,,0.999,6.09
"Max Stassi",3600,HOU,C,OAK,,0.999,6.57
"Tyler White",3800,HOU,1B,OAK,,0.999,6.8
"Matt Olson",3900,OAK,1B,HOU,,0.999,6.44
"Josh Reddick",4000,HOU,OF,OAK,,0.776,6.13
"Whit Merrifield",4300,KCR,2B/OF,MIN,,0.764,8.53
"Dustin Fowler",3700,OAK,OF,HOU,,0.999,6.9
"Eddie Rosario",4800,MIN,OF,KCR,,0.778,9.29
"Eduardo Escobar",4400,MIN,3B/SS,KCR,,0.766,8.66
"Paul Goldschmidt",5900,ARI,1B,COL,,0.773,11.28
"Nick Ahmed",4300,ARI,SS,COL,,0.751,10.53
"Charlie Blackmon",5700,COL,OF,ARI,,0.793,8.13
"A.J. Pollock",5400,ARI,OF,COL,,0.999,10.59
"Steven Souza",4200,ARI,OF,COL,,0.999,10.32
"Nolan Arenado",5800,COL,3B,ARI,,0.764,11.42
"DJ LeMahieu",4700,COL,2B,ARI,,0.762,10.03
"Jake Lamb",4900,ARI,3B,COL,,0.999,7.47
"Jon Jay",4000,ARI,OF,COL,,0.704,7.22
"Max Kepler",3900,MIN,OF,KCR,,0.735,7.53
"Logan Morrison",3500,MIN,1B,KCR,,0.999,7.36
"Jorge Polanco",3800,MIN,3B/SS,KCR,,0.999,5.89
"Rosell Herrera",3000,KCR,OF,MIN,,0.999,6.83
"Jake Cave",3200,MIN,OF,KCR,,0.999,6.15
"Adalberto Mondesi",3700,KCR,2B/SS,MIN,,0.999,5.65
"Marwin Gonzalez",3300,HOU,1B/OF,OAK,,0.999,6.15
"Evan Gattis",4200,HOU,C,OAK,,0.999,7.64
"Jose Martinez",4300,STL,1B,CHW,,0.999,9.06
"Tommy Pham",4400,STL,OF,CHW,,0.668,9.34
"Daniel Palka",3700,CHW,OF,STL,,0.999,7.59
"Marcell Ozuna",3500,STL,OF,CHW,,0.759,8.43
"Yadier Molina",4000,STL,C,CHW,,0.999,7.5
"Harrison Bader",3900,STL,OF,CHW,,0.999,6.93
"Paul DeJong",4100,STL,SS,CHW,,0.999,8.1
"Yolmer Sanchez",3800,CHW,3B,STL,,0.999,6.89
"Yoan Moncada",4100,CHW,2B,STL,,0.78,7.99
"Devon Travis",3100,TOR,2B,ATL,,0.999,6.24
"Randal Grichuk",3600,TOR,OF,ATL,,0.816,6.09
"Kurt Suzuki",3700,ATL,C,TOR,,0.742,5.94
"Matt Carpenter",4800,STL,1B/3B,CHW,,0.793,9.91
"Kolten Wong",3000,STL,2B,CHW,,0.999,5.7
"Dexter Fowler",3000,STL,OF,CHW,,0.742,7.33
"Jose Abreu",3900,CHW,1B,STL,,0.999,7.2
"Matt Davidson",3700,CHW,1B/3B,STL,,0.999,6.09
"Jonathan Lucroy",2800,OAK,C,HOU,,0.999,3.36
"Marcus Semien",3500,OAK,SS,HOU,,0.999,6.02
"Matt Chapman",4000,OAK,3B,HOU,,0.999,5.03
"George Springer",4800,HOU,OF,OAK,,0.769,10.15
"Alex Bregman",5300,HOU,3B,OAK,,0.768,9.29
"Yulieski Gurriel",4100,HOU,1B,OAK,,0.79,8.56
"Jose Altuve",5000,HOU,2B,OAK,,0.697,11.02
"Stephen Piscotty",3400,OAK,OF,HOU,,0.999,5.83
"Khris Davis",4500,OAK,OF,HOU,,0.999,6.81
"Yairo Munoz",3500,STL,SS,CHW,,0.999,6.12
"Tim Anderson",3800,CHW,SS,STL,,0.999,5.42
"Leury Garcia",3100,CHW,OF,STL,,0,6.1
"Omar Narvaez",2900,CHW,C,STL,,0.717,5.56
"Mark Canha",3600,OAK,OF,HOU,,0.999,6.7
"Charlie Tilson",3100,CHW,OF,STL,,0.999,5.12
"Trevor Story",5300,COL,SS,ARI,,0.817,10.29
"Ian Desmond",4100,COL,1B/OF,ARI,,0.766,9.76
"Yasmani Grandal",4100,LAD,C,SDP,,0.743,5.34
"Chase Utley",2700,LAD,2B,SDP,,0.738,5.42
"Austin Hedges",2900,SDP,C,LAD,,0.739,5.05
"Carlos Asuaje",3000,SDP,2B,LAD,,0.728,4.76
"Albert Almora",3800,CHC,OF,SFG,,0.724,7.23
"Willson Contreras",4000,CHC,C,SFG,,0.999,6.34
"Javier Baez",5200,CHC,2B/SS,SFG,,0.821,7.54
"Max Muncy",5000,LAD,1B/3B,SDP,,0.759,7.64
"Eric Hosmer",3700,SDP,1B,LAD,,0.717,5.96
"Hunter Renfroe",3600,SDP,OF,LAD,,0.999,7.14
"Manuel Margot",3500,SDP,OF,LAD,,0.752,7.42
"Austin Barnes",2800,LAD,2B/C,SDP,,0.999,5.83
"Christian Villanueva",3800,SDP,3B,LAD,,0.999,7.16
"Jose Pirela",3100,SDP,2B/OF,LAD,,0.999,5.41
"Cody Bellinger",4600,LAD,1B/OF,SDP,,0.795,7.43
"A.J. Ellis",2800,SDP,C,LAD,,0.999,4.49
"Addison Russell",3700,CHC,SS,SFG,,0.999,6.14
"Gorkys Hernandez",3400,SFG,OF,CHC,,0.999,7.21
"Brandon Crawford",3900,SFG,SS,CHC,,0.999,4.93
"Brandon Belt",4400,SFG,1B,CHC,,0.741,6.25
"Kyle Schwarber",4200,CHC,OF,SFG,,0.77,7.27
"Hunter Pence",2900,SFG,OF,CHC,,0.724,5.46
"Nick Hundley",3400,SFG,C,CHC,,0.999,5.27
"David Bote",3200,CHC,3B,SFG,,0.792,5.96
"Ian Happ",3700,CHC,OF,SFG,,0.74,6.73
"Ben Zobrist",4000,CHC,2B/OF,SFG,,0.75,7.12
"Anthony Rizzo",4700,CHC,1B,SFG,,0.755,8.23
"Buster Posey",4000,SFG,C,CHC,,0.739,7.04
"Andrew McCutchen",3900,SFG,OF,CHC,,0.743,7.1
"Austin Slater",3400,SFG,OF,CHC,,0.999,6.5
"Pablo Sandoval",3300,SFG,1B/3B,CHC,,0.999,5.57
"Jason Heyward",3900,CHC,OF,SFG,,0.999,6.89
"Alen Hanson",3500,SFG,2B/OF,CHC,,0.999,5.17
"Freddy Galvis",2800,SDP,SS,LAD,,0.999,4.74
"Wil Myers",4800,SDP,OF,LAD,,0.999,7.81
"Chris Herrmann",2800,SEA,C/OF,LAA,,0.999,5.52
"Denard Span",3900,SEA,OF,LAA,,0.999,6.16
"Kyle Seager",3900,SEA,3B,LAA,,0.999,7.09
"Kole Calhoun",2900,LAA,OF,SEA,,0.765,8.23
"Luis Valbuena",3300,LAA,1B/3B,SEA,,0.999,6.83
"Jean Segura",4600,SEA,SS,LAA,,0.999,6.94
"Shohei Ohtani",4300,LAA,OF,SEA,,0.999,7.42
"Dee Gordon",4000,SEA,2B/OF,LAA,,0.744,7.45
"Chris Owings",3000,ARI,2B/OF,COL,,0.999,8.58
"Ketel Marte",4200,ARI,2B/SS,COL,,0.999,8.41
"Chris Iannetta",3600,COL,C,ARI,,0.999,7.96
"John Ryan Murphy",3500,ARI,C,COL,,0.999,6.77
"Noel Cuevas",3300,COL,OF,ARI,,0.999,7.93
"David Peralta",5000,ARI,OF,COL,,0.729,7.7
"Patrick Valaika",3300,COL,1B/2B,ARI,,0.999,7.94
"Mitch Haniger",4300,SEA,OF,LAA,,0.999,7.02
"Nelson Cruz",4700,SEA,OF,LAA,,0.999,8.12
"Chris Taylor",4200,LAD,OF/SS,SDP,,0.745,8.23
"Jefry Marte",3100,LAA,1B/3B,SEA,,0.733,5.89
"Ben Gamel",3100,SEA,OF,LAA,,0.999,5.32
"Enrique Hernandez",3700,LAD,OF/SS,SDP,,0.771,8.06
"Justin Turner",4100,LAD,3B,SDP,,0.724,7.69
"Logan Forsythe",2700,LAD,2B/3B,SDP,,0.999,5.87
"Matt Kemp",4500,LAD,OF,SDP,,0.999,7.48
"Ian Kinsler",3500,LAA,2B,SEA,,0.999,6.95
"Martin Maldonado",2900,LAA,C,SEA,,0.999,5.25
"Guillermo Heredia",2700,SEA,OF,LAA,,0.999,4.24
