"Chris Shaw",3000,SFG,1B,NYM,8.7325,0.0049900000000003,4.99
"Jeff McNeil",3900,NYM,2B,SFG,13.54586,2.05067,8.17
"Joey Wendle",4100,TBR,2B,CLE,12.61592,0.0071599999999998,7.16
"Kevin Kiermaier",3700,TBR,OF,CLE,12.35078,0.0070899999999998,7.09
"Francisco Lindor",5200,CLE,SS,TBR,14.857,2.0667,8.3
"Jakob Bauers",3500,TBR,1B/OF,CLE,11.61735,0.0061499999999999,6.15
"Brandon Crawford",3500,SFG,SS,NYM,11.9925,0.0065,6.5
"Joe Panik",3200,SFG,2B,NYM,11.76144,0.0068700000000002,6.87
"Austin Slater",3600,SFG,1B/OF,NYM,7.68672,0.0047100000000002,4.71
"Gorkys Hernandez",3600,SFG,OF,NYM,7.31154,0.0046600000000003,4.66
"Jay Bruce",3300,NYM,OF,SFG,13.3125,1.83,7.5
"Michael Conforto",4100,NYM,OF,SFG,13.07961,1.78461,7.53
"Brandon Belt",3900,SFG,1B,NYM,13.56054,0.0077800000000003,7.78
"Brandon Nimmo",5300,NYM,OF,SFG,12.66797,1.67272,7.21
"Michael Brantley",4300,CLE,OF,TBR,12.52701,0.0076900000000002,7.69
"Jose Ramirez",5400,CLE,3B,TBR,15.26665,2.04104,8.23
"Edwin Encarnacion",5000,CLE,1B,TBR,17.42004,0.0091300000000007,9.13
"Jesus Sucre",2500,TBR,C,CLE,5.70997,0.0030100000000002,3.01
"Yan Gomes",4000,CLE,C,TBR,9.975,0.0057,5.7
"Willy Adames",3900,TBR,SS,CLE,12.93353,0.0064700000000002,6.47
"A.J. Pollock",3700,ARI,OF,LAD,14.92608,1.67232,8.32
"Steven Souza",3600,ARI,OF,LAD,14.0822,1.8315,8.14
"Tommy Pham",4200,TBR,OF,CLE,13.61238,0.00739,7.39
"Matt Duffy",3900,TBR,3B,CLE,10.56375,1.91025,6.75
"Melky Cabrera",4100,CLE,OF,TBR,10.72334,0.0067399999999997,6.74
"Yonder Alonso",4100,CLE,1B,TBR,13.9345,0.0077499999999997,7.75
"Jason Kipnis",4000,CLE,2B,TBR,10.8471,0.0062699999999998,6.27
"Greg Allen",3600,CLE,OF,TBR,10.60347,0.0057099999999997,5.71
"Brandon Lowe",3200,TBR,2B/OF,CLE,7.90765,0.0044500000000003,4.45
"Ji-Man Choi",3800,TBR,1B,CLE,14.08728,0.0074300000000003,7.43
"Nick Hundley",2900,SFG,C,NYM,9.936,0.0060000000000002,6
"Evan Longoria",3800,SFG,3B,NYM,11.06469,0.0063700000000004,6.37
"Jean Segura",4300,SEA,SS,OAK,14.11389,1.92339,9.03
"Mitch Haniger",4400,SEA,OF,OAK,18.10524,2.02771,9.61
"Nelson Cruz",4300,SEA,OF,OAK,15.50811,1.88997,8.63
"Mike Zunino",2900,SEA,C,OAK,12.747,0.0069999999999997,7
"Khris Davis",4200,OAK,OF,SEA,16.17972,1.95348,8.76
"Matt Chapman",4700,OAK,3B,SEA,13.36254,2.00396,8.42
"Robbie Grossman",3800,MIN,OF,TEX,8.26516,0.0050800000000004,5.08
"Tyler Austin",4400,MIN,1B,TEX,14.67266,0.0073400000000001,7.34
"Elvis Andrus",3600,TEX,SS,MIN,13.66533,1.96091,7.63
"Miguel Sano",4000,MIN,1B/3B,TEX,13.2641,2.1567,7.9
"Adrian Beltre",3500,TEX,3B,MIN,13.79074,2.14887,8.63
"Robinson Chirinos",3600,TEX,C,MIN,12.6111,0.0076200000000002,7.62
"Mitch Garver",4100,MIN,C,TEX,11.93793,0.0068099999999998,6.81
"Jorge Polanco",4200,MIN,SS,TEX,14.05755,1.58598,8.01
"Stephen Piscotty",3900,OAK,OF,SEA,11.1027,0.0062199999999999,6.22
"Marcus Semien",3600,OAK,SS,SEA,10.35,0.0057499999999999,5.75
"Dustin Fowler",3500,OAK,OF,SEA,12.77694,0.0071700000000003,7.17
"Matt Olson",4100,OAK,1B,SEA,12.48786,1.81566,6.93
"Amed Rosario",3400,NYM,SS,SFG,12.60688,0.0075399999999997,7.54
"Austin Jackson",2900,NYM,OF,SFG,11.1321,1.77555,6.65
"Devin Mesoraco",3000,NYM,C,SFG,8.46784,0.0052399999999997,5.24
"Todd Frazier",4000,NYM,3B,SFG,11.6603,0.0064599999999997,6.46
"Jed Lowrie",4300,OAK,2B,SEA,14.62495,1.93671,7.97
"Dee Gordon",3700,SEA,2B/OF,OAK,11.0654,0.0061,6.1
"Ramon Laureano",3700,OAK,OF,SEA,12.38233,0.0067700000000004,6.77
"Jonathan Lucroy",3100,OAK,C,SEA,7.01964,0.0044399999999998,4.44
"Robinson Cano",4200,SEA,2B,OAK,15.04,1.872,8
"Denard Span",4100,SEA,OF,OAK,12.08256,0.0069600000000003,6.96
"Ben Gamel",3400,SEA,OF,OAK,9.57567,0.0055899999999998,5.59
"Kyle Seager",3400,SEA,3B,OAK,9.91606,0.0065799999999996,6.58
"Paul Goldschmidt",4800,ARI,1B,LAD,13.61462,1.82206,7.82
"Nick Ahmed",2900,ARI,SS,LAD,10.69151,0.0056900000000004,5.69
"Nick Markakis",4200,ATL,OF,PIT,13.60235,2.06195,8.15
