,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,40.0,60.0,70.0,10.0,5.0,3.0,1.0,1.0,10.0,4.0,6.0,0.0,16.0,1.0,1.0,2.0,2.0,2.0,0.0,0.167,8.6,22.9,0.38,0.25,0.3,0.55,0.133,0.205,4.0,-4.2,0.247,47.0
1,Total,Away,49.0,104.0,124.0,26.0,17.0,3.0,2.0,4.0,16.0,7.0,12.0,1.0,35.0,1.0,2.0,5.0,0.0,7.0,1.0,0.25,9.7,28.2,0.34,0.328,0.433,0.76,0.183,0.328,15.0,0.8,0.329,103.0
