,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,882.0,2923.0,3196.0,787.0,494.0,158.0,19.0,116.0,371.0,399.0,194.0,8.0,537.0,22.0,27.0,30.0,73.0,26.0,27.0,0.269,6.1,16.8,0.36,0.317,0.455,0.772,0.186,0.292,402.0,24.0,0.332,99.0
1,Total,Away,848.0,2965.0,3236.0,699.0,461.0,150.0,13.0,75.0,321.0,364.0,186.0,16.0,632.0,22.0,30.0,33.0,75.0,19.0,12.0,0.236,5.7,19.5,0.29,0.283,0.371,0.654,0.135,0.273,278.0,-104.2,0.285,71.0
