,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,19.0,30.0,33.0,4.0,2.0,1.0,1.0,0.0,1.0,5.0,2.0,0.0,9.0,0.0,0.0,1.0,3.0,0.0,1.0,0.133,6.1,27.3,0.22,0.188,0.233,0.421,0.1,0.19,0.0,-3.7,0.189,9.0
1,Total,Away,16.0,37.0,39.0,5.0,4.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.135,5.1,28.2,0.18,0.179,0.162,0.342,0.027,0.192,-1.0,-5.4,0.16,-14.0
