,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,693.0,2215.0,2521.0,551.0,331.0,123.0,23.0,74.0,308.0,278.0,262.0,9.0,539.0,13.0,11.0,18.0,41.0,43.0,18.0,0.249,10.4,21.4,0.49,0.33,0.425,0.756,0.177,0.296,314.0,21.9,0.331,102.0
1,Total,Away,684.0,2328.0,2618.0,589.0,384.0,107.0,17.0,81.0,324.0,272.0,254.0,10.0,606.0,15.0,11.0,10.0,29.0,44.0,18.0,0.253,9.7,23.1,0.42,0.329,0.418,0.747,0.165,0.308,319.0,15.2,0.328,101.0
