,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,24.0,56.0,59.0,17.0,13.0,4.0,0.0,0.0,10.0,2.0,3.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.304,5.1,27.1,0.19,0.339,0.375,0.714,0.071,0.425,7.0,-0.4,0.312,86.0
1,Total,Away,24.0,53.0,57.0,14.0,13.0,0.0,0.0,1.0,8.0,5.0,3.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.264,5.3,15.8,0.33,0.316,0.321,0.637,0.057,0.302,5.0,-1.7,0.285,74.0
