,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,682.0,2326.0,2545.0,667.0,416.0,139.0,7.0,105.0,302.0,389.0,193.0,27.0,471.0,10.0,15.0,1.0,57.0,3.0,2.0,0.287,7.6,18.5,0.41,0.342,0.488,0.83,0.201,0.318,367.0,72.9,0.355,120.0
1,Total,Away,656.0,2251.0,2484.0,580.0,360.0,120.0,5.0,95.0,286.0,334.0,200.0,18.0,474.0,7.0,24.0,2.0,60.0,4.0,3.0,0.258,8.1,19.1,0.42,0.317,0.442,0.759,0.184,0.284,302.0,14.1,0.327,102.0
