,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Away,26.0,42.0,42.0,10.0,7.0,2.0,1.0,0.0,4.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,1.0,0.0,0.238,0.0,28.6,0.0,0.238,0.333,0.571,0.095,0.333,2.0,-2.7,0.244,44.0
1,Total,Home vs L,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,50.0,0.0,0.5,0.5,1.0,0.0,1.0,0.0,0.2,0.439,176.0
