,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,185.0,513.0,589.0,152.0,111.0,26.0,10.0,5.0,84.0,64.0,57.0,1.0,87.0,5.0,5.0,9.0,14.0,19.0,6.0,0.296,9.7,14.8,0.66,0.369,0.415,0.784,0.119,0.345,81.0,8.5,0.347,107.0
1,Total,Away,192.0,503.0,581.0,132.0,96.0,28.0,5.0,3.0,75.0,47.0,60.0,0.0,100.0,8.0,2.0,8.0,12.0,15.0,9.0,0.262,10.3,17.2,0.6,0.349,0.356,0.705,0.093,0.321,67.0,-5.0,0.319,91.0
