,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Away,65.0,130.0,141.0,25.0,17.0,4.0,2.0,2.0,14.0,6.0,10.0,1.0,34.0,0.0,0.0,1.0,0.0,2.0,1.0,0.192,7.1,24.1,0.29,0.25,0.3,0.55,0.108,0.245,7.0,-10.4,0.241,38.0
1,Total,Home vs L,26.0,33.0,35.0,8.0,6.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.242,5.7,25.7,0.22,0.286,0.303,0.589,0.061,0.333,2.0,-1.9,0.264,59.0
