,Season,Handedness,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,vs L as L,180.0,293.0,326.0,68.0,51.0,12.0,4.0,1.0,7.0,15.0,27.0,0.0,90.0,6.0,0.0,0.0,3.0,0.0,0.0,0.232,8.3,27.6,0.3,0.31,0.311,0.62,0.078,0.332,28.0,-10.9,0.284,69.0
1,Total,vs R as L,497.0,1269.0,1437.0,347.0,225.0,79.0,17.0,26.0,126.0,121.0,143.0,10.0,300.0,15.0,7.0,3.0,20.0,22.0,4.0,0.273,10.0,20.9,0.48,0.352,0.424,0.776,0.151,0.338,189.0,19.3,0.341,107.0
2,Total,vs L as R,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
3,Total,vs R as R,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
4,Total,vs L,181.0,293.0,326.0,68.0,51.0,12.0,4.0,1.0,33.0,15.0,27.0,0.0,90.0,6.0,0.0,0.0,3.0,4.0,4.0,0.232,8.3,27.6,0.3,0.31,0.311,0.62,0.078,0.332,28.0,-10.9,0.284,69.0
5,Total,vs R,500.0,1269.0,1437.0,347.0,225.0,79.0,17.0,26.0,228.0,121.0,143.0,10.0,300.0,15.0,7.0,3.0,20.0,49.0,19.0,0.273,10.0,20.9,0.48,0.352,0.424,0.776,0.151,0.338,189.0,19.3,0.341,107.0
