,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,421.0,1360.0,1491.0,355.0,262.0,70.0,8.0,15.0,198.0,133.0,102.0,9.0,203.0,8.0,8.0,10.0,23.0,42.0,9.0,0.261,6.8,13.6,0.5,0.315,0.357,0.672,0.096,0.296,142.0,-38.8,0.297,79.0
1,Total,Away,413.0,1488.0,1610.0,412.0,312.0,72.0,5.0,23.0,204.0,171.0,89.0,6.0,248.0,7.0,9.0,14.0,22.0,26.0,7.0,0.277,5.5,15.4,0.36,0.319,0.378,0.697,0.101,0.317,167.0,-29.3,0.306,83.0
