,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,6.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,50.0,0.4,0.2,0.0,0.2,0.0,0.0,0.0,-1.5,0.141,-11.0
1,Total,Away,11.0,14.0,15.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.143,6.7,33.3,0.2,0.2,0.143,0.343,0.0,0.222,0.0,-2.1,0.166,0.0
