,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Away,10.0,20.0,22.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,11.0,0.0,1.0,0.0,1.0,0.0,0.0,0.05,4.5,50.0,0.09,0.091,0.1,0.191,0.05,0.1,-2.0,-4.3,0.089,-61.0
1,Total,Home vs L,4.0,7.0,9.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.429,22.2,22.2,1.0,0.556,0.429,0.984,0.0,0.6,2.0,1.0,0.454,177.0
