,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,84.0,238.0,258.0,64.0,43.0,17.0,2.0,2.0,24.0,27.0,11.0,1.0,32.0,4.0,3.0,2.0,6.0,1.0,0.0,0.269,4.3,12.4,0.34,0.309,0.382,0.691,0.113,0.3,26.0,-6.5,0.3,76.0
1,Total,Away,67.0,183.0,191.0,43.0,29.0,11.0,0.0,3.0,25.0,15.0,5.0,1.0,31.0,2.0,0.0,1.0,4.0,1.0,1.0,0.235,2.6,16.2,0.16,0.263,0.344,0.607,0.109,0.268,13.0,-10.7,0.264,53.0
