,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,49.0,178.0,195.0,50.0,33.0,7.0,2.0,8.0,25.0,34.0,15.0,1.0,31.0,0.0,2.0,0.0,5.0,0.0,0.0,0.281,7.7,15.9,0.48,0.333,0.478,0.811,0.197,0.298,27.0,3.1,0.347,99.0
1,Total,Away,54.0,171.0,199.0,39.0,22.0,9.0,0.0,8.0,21.0,22.0,22.0,1.0,36.0,2.0,4.0,0.0,4.0,3.0,1.0,0.228,11.1,18.1,0.61,0.317,0.421,0.738,0.193,0.237,23.0,-1.1,0.32,91.0
