,Season,Handedness,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,vs L as L,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
1,Total,vs R as L,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
2,Total,vs L as R,115.0,211.0,233.0,62.0,39.0,15.0,2.0,6.0,20.0,25.0,17.0,0.0,44.0,1.0,1.0,3.0,5.0,3.0,1.0,0.294,7.3,18.9,0.39,0.348,0.469,0.817,0.175,0.346,34.0,7.9,0.357,127.0
3,Total,vs R as R,81.0,120.0,130.0,19.0,15.0,3.0,1.0,0.0,7.0,4.0,7.0,0.0,40.0,1.0,0.0,2.0,1.0,2.0,0.0,0.158,5.4,30.8,0.18,0.211,0.2,0.411,0.042,0.238,2.0,-12.6,0.19,11.0
4,Total,vs L,115.0,211.0,233.0,62.0,39.0,15.0,2.0,6.0,24.0,25.0,17.0,0.0,44.0,1.0,1.0,3.0,5.0,3.0,1.0,0.294,7.3,18.9,0.39,0.348,0.469,0.817,0.175,0.346,34.0,7.9,0.357,127.0
5,Total,vs R,84.0,120.0,130.0,19.0,15.0,3.0,1.0,0.0,15.0,4.0,7.0,0.0,40.0,1.0,0.0,2.0,1.0,3.0,0.0,0.158,5.4,30.8,0.18,0.211,0.2,0.411,0.042,0.238,2.0,-12.6,0.19,11.0
