,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,113.0,322.0,389.0,90.0,58.0,16.0,1.0,15.0,41.0,50.0,52.0,8.0,103.0,9.0,5.0,1.0,6.0,3.0,0.0,0.28,13.4,26.5,0.5,0.389,0.475,0.864,0.196,0.359,62.0,14.2,0.371,124.0
1,Total,Away,121.0,347.0,400.0,82.0,56.0,20.0,0.0,6.0,36.0,44.0,43.0,3.0,94.0,5.0,3.0,2.0,12.0,0.0,0.0,0.236,10.8,23.5,0.46,0.327,0.346,0.672,0.11,0.304,40.0,-9.4,0.3,77.0
