,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,142.0,323.0,361.0,78.0,55.0,15.0,2.0,6.0,49.0,32.0,25.0,1.0,78.0,8.0,0.0,5.0,6.0,16.0,5.0,0.241,6.9,21.6,0.32,0.312,0.356,0.668,0.115,0.301,35.0,-7.4,0.298,80.0
1,Total,Away,141.0,377.0,418.0,79.0,53.0,14.0,2.0,10.0,56.0,35.0,27.0,1.0,117.0,10.0,1.0,3.0,5.0,11.0,3.0,0.21,6.5,28.0,0.23,0.28,0.337,0.616,0.127,0.275,33.0,-16.9,0.275,64.0
