,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,51.0,138.0,149.0,27.0,24.0,3.0,0.0,0.0,8.0,4.0,7.0,1.0,23.0,1.0,0.0,3.0,1.0,2.0,2.0,0.196,4.7,15.4,0.3,0.24,0.217,0.457,0.022,0.235,4.0,-12.8,0.207,21.0
1,Total,Away,43.0,113.0,125.0,36.0,20.0,14.0,0.0,2.0,20.0,13.0,10.0,0.0,17.0,0.0,0.0,2.0,2.0,2.0,0.0,0.319,8.0,13.6,0.59,0.374,0.496,0.87,0.177,0.362,20.0,6.2,0.378,138.0
