,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,32.0,84.0,89.0,22.0,16.0,5.0,1.0,0.0,8.0,4.0,5.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.262,5.6,7.9,0.71,0.303,0.345,0.649,0.083,0.286,8.0,-3.0,0.288,66.0
1,Total,Away,46.0,137.0,149.0,36.0,28.0,5.0,0.0,3.0,19.0,22.0,6.0,1.0,19.0,1.0,2.0,3.0,3.0,0.0,0.0,0.263,4.0,12.8,0.32,0.295,0.365,0.659,0.102,0.282,13.0,-5.1,0.286,70.0
