,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,526.0,1910.0,2139.0,525.0,304.0,104.0,6.0,111.0,313.0,328.0,184.0,13.0,376.0,28.0,17.0,0.0,66.0,19.0,8.0,0.275,8.6,17.6,0.49,0.345,0.51,0.855,0.235,0.288,325.0,64.1,0.365,118.0
1,Total,Away,529.0,2000.0,2229.0,519.0,300.0,108.0,7.0,104.0,295.0,319.0,193.0,9.0,438.0,19.0,17.0,0.0,56.0,11.0,6.0,0.26,8.7,19.7,0.44,0.328,0.477,0.804,0.217,0.281,302.0,30.7,0.345,108.0
