,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,28.0,43.0,45.0,8.0,6.0,2.0,0.0,0.0,4.0,6.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0,2.0,0.186,4.4,17.8,0.25,0.222,0.233,0.455,0.047,0.229,1.0,-4.0,0.206,29.0
1,Total,Away,40.0,100.0,110.0,21.0,14.0,7.0,0.0,0.0,14.0,6.0,8.0,0.0,7.0,0.0,0.0,2.0,1.0,7.0,2.0,0.21,7.3,6.4,1.14,0.269,0.28,0.549,0.07,0.226,7.0,-6.1,0.249,51.0
