,Season,Handedness,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,vs L as L,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
1,Total,vs R as L,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
2,Total,vs L as R,89.0,195.0,223.0,38.0,25.0,5.0,0.0,8.0,21.0,20.0,26.0,0.0,63.0,1.0,1.0,0.0,5.0,0.0,0.0,0.195,11.7,28.3,0.41,0.291,0.344,0.635,0.149,0.24,20.0,-5.6,0.287,77.0
3,Total,vs R as R,90.0,165.0,181.0,36.0,21.0,10.0,1.0,4.0,8.0,25.0,12.0,0.0,65.0,3.0,0.0,1.0,1.0,0.0,0.0,0.218,6.6,35.9,0.18,0.283,0.364,0.647,0.145,0.333,16.0,-4.8,0.289,80.0
4,Total,vs L,90.0,195.0,223.0,38.0,25.0,5.0,0.0,8.0,26.0,20.0,26.0,0.0,63.0,1.0,1.0,0.0,5.0,0.0,0.0,0.195,11.7,28.3,0.41,0.291,0.344,0.635,0.149,0.24,20.0,-5.6,0.287,77.0
5,Total,vs R,91.0,165.0,181.0,36.0,21.0,10.0,1.0,4.0,15.0,25.0,12.0,0.0,65.0,3.0,0.0,1.0,1.0,0.0,0.0,0.218,6.6,35.9,0.18,0.283,0.364,0.647,0.145,0.333,16.0,-4.8,0.289,80.0
