,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,61.0,196.0,205.0,48.0,38.0,9.0,1.0,0.0,25.0,3.0,8.0,0.0,41.0,0.0,0.0,1.0,1.0,16.0,2.0,0.245,3.9,20.0,0.2,0.275,0.301,0.576,0.056,0.31,14.0,-8.4,0.257,68.0
1,Total,Away,54.0,145.0,154.0,33.0,28.0,1.0,4.0,0.0,22.0,6.0,6.0,0.0,39.0,0.0,0.0,3.0,3.0,12.0,0.0,0.228,3.9,25.3,0.15,0.258,0.29,0.548,0.062,0.311,9.0,-7.8,0.244,52.0
