,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,211.0,589.0,673.0,148.0,135.0,8.0,4.0,1.0,97.0,46.0,53.0,0.0,114.0,8.0,5.0,18.0,10.0,38.0,15.0,0.251,7.9,16.9,0.46,0.319,0.284,0.603,0.032,0.307,53.0,-29.2,0.278,63.0
1,Total,Away,195.0,586.0,656.0,161.0,136.0,22.0,3.0,0.0,81.0,50.0,44.0,0.0,98.0,11.0,1.0,14.0,7.0,43.0,15.0,0.275,6.7,14.9,0.45,0.336,0.323,0.659,0.048,0.329,65.0,-15.7,0.301,79.0
