,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,604.0,2018.0,2257.0,568.0,387.0,104.0,3.0,74.0,244.0,319.0,174.0,9.0,294.0,30.0,19.0,16.0,48.0,3.0,2.0,0.281,7.7,13.0,0.59,0.344,0.446,0.79,0.165,0.296,304.0,32.7,0.344,109.0
1,Total,Away,587.0,2079.0,2298.0,523.0,348.0,107.0,5.0,63.0,216.0,295.0,163.0,10.0,297.0,30.0,22.0,4.0,74.0,3.0,2.0,0.252,7.1,12.9,0.55,0.312,0.399,0.711,0.147,0.264,247.0,-30.0,0.311,86.0
