,Season,Handedness,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,vs L as L,437.0,749.0,825.0,191.0,150.0,30.0,1.0,10.0,24.0,86.0,47.0,2.0,100.0,18.0,6.0,5.0,23.0,1.0,0.0,0.255,5.7,12.1,0.47,0.312,0.338,0.65,0.083,0.281,76.0,-21.1,0.292,79.0
1,Total,vs R as L,845.0,2322.0,2587.0,608.0,414.0,127.0,6.0,61.0,158.0,302.0,220.0,25.0,239.0,25.0,16.0,4.0,75.0,7.0,5.0,0.262,8.5,9.2,0.92,0.33,0.401,0.731,0.139,0.268,297.0,-8.6,0.32,97.0
2,Total,vs L as R,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
3,Total,vs R as R,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
4,Total,vs L,440.0,749.0,825.0,191.0,150.0,30.0,1.0,10.0,58.0,86.0,47.0,2.0,100.0,18.0,6.0,5.0,23.0,4.0,0.0,0.255,5.7,12.1,0.47,0.312,0.338,0.65,0.083,0.281,76.0,-21.1,0.292,79.0
5,Total,vs R,848.0,2322.0,2587.0,608.0,414.0,127.0,6.0,61.0,264.0,302.0,220.0,25.0,239.0,25.0,16.0,4.0,75.0,10.0,9.0,0.262,8.5,9.2,0.92,0.33,0.401,0.731,0.139,0.268,297.0,-8.6,0.32,97.0
