,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,66.0,114.0,123.0,41.0,25.0,10.0,1.0,5.0,23.0,20.0,7.0,0.0,16.0,1.0,1.0,0.0,3.0,1.0,1.0,0.36,5.7,13.0,0.44,0.398,0.596,0.995,0.237,0.383,25.0,9.6,0.423,137.0
1,Total,Away,76.0,148.0,163.0,31.0,16.0,8.0,0.0,7.0,15.0,16.0,11.0,0.0,40.0,2.0,0.0,1.0,2.0,2.0,1.0,0.209,6.7,24.5,0.28,0.273,0.405,0.679,0.196,0.238,15.0,-4.9,0.294,73.0
