,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,125.0,365.0,419.0,74.0,55.0,17.0,1.0,1.0,40.0,27.0,45.0,0.0,99.0,2.0,4.0,3.0,15.0,10.0,1.0,0.203,10.7,23.6,0.45,0.291,0.263,0.554,0.06,0.271,27.0,-20.6,0.257,61.0
1,Total,Away,129.0,403.0,463.0,94.0,65.0,22.0,3.0,4.0,53.0,33.0,53.0,0.0,91.0,3.0,0.0,4.0,12.0,6.0,4.0,0.233,11.4,19.7,0.58,0.327,0.333,0.659,0.099,0.292,46.0,-6.6,0.3,85.0
