,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,265.0,602.0,662.0,168.0,131.0,25.0,4.0,8.0,75.0,65.0,50.0,13.0,74.0,0.0,3.0,7.0,15.0,5.0,5.0,0.279,7.6,11.2,0.68,0.333,0.374,0.707,0.095,0.306,68.0,-12.8,0.306,78.0
1,Total,Away,260.0,680.0,730.0,179.0,129.0,38.0,6.0,6.0,60.0,62.0,34.0,4.0,81.0,2.0,4.0,10.0,10.0,1.0,4.0,0.263,4.7,11.1,0.42,0.299,0.363,0.662,0.1,0.29,65.0,-24.2,0.288,70.0
