,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,25.0,53.0,59.0,13.0,11.0,2.0,0.0,0.0,2.0,5.0,4.0,0.0,16.0,2.0,0.0,0.0,1.0,1.0,0.0,0.245,6.8,27.1,0.25,0.322,0.283,0.605,0.038,0.351,5.0,-1.8,0.278,76.0
1,Total,Away,25.0,66.0,71.0,14.0,9.0,4.0,0.0,1.0,4.0,9.0,3.0,0.0,21.0,2.0,0.0,0.0,2.0,0.0,0.0,0.212,4.2,29.6,0.14,0.268,0.318,0.586,0.106,0.295,5.0,-3.2,0.26,58.0
