,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,26.0,74.0,88.0,21.0,18.0,2.0,0.0,1.0,13.0,14.0,10.0,0.0,15.0,0.0,2.0,2.0,0.0,3.0,0.0,0.284,11.4,17.0,0.67,0.36,0.351,0.712,0.068,0.333,10.0,-0.5,0.322,90.0
1,Total,Away,28.0,74.0,85.0,19.0,16.0,3.0,0.0,0.0,10.0,7.0,7.0,0.0,14.0,1.0,2.0,1.0,2.0,1.0,0.0,0.257,8.2,16.5,0.5,0.321,0.297,0.619,0.041,0.306,7.0,-3.2,0.282,66.0
