,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,60.0,177.0,216.0,30.0,15.0,7.0,0.0,8.0,22.0,22.0,37.0,1.0,75.0,0.0,2.0,0.0,2.0,1.0,0.0,0.169,17.1,34.7,0.49,0.31,0.345,0.655,0.175,0.229,21.0,-2.0,0.298,93.0
1,Total,Away,54.0,180.0,204.0,31.0,17.0,8.0,0.0,6.0,26.0,28.0,23.0,0.0,76.0,1.0,0.0,0.0,2.0,2.0,3.0,0.172,11.3,37.3,0.3,0.27,0.317,0.586,0.144,0.255,15.0,-6.7,0.269,69.0
