,Season,Handedness,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,vs R as L,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
1,Total,vs L as R,16.0,35.0,35.0,7.0,5.0,1.0,1.0,0.0,2.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,28.6,0.0,0.2,0.286,0.486,0.086,0.28,1.0,-3.6,0.207,10.0
2,Total,vs R as R,20.0,51.0,53.0,8.0,7.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,23.0,1.0,1.0,0.0,1.0,2.0,0.0,0.157,0.0,43.4,0.0,0.17,0.176,0.346,0.02,0.276,-1.0,-7.9,0.155,-24.0
3,Total,vs L,16.0,35.0,35.0,7.0,5.0,1.0,1.0,0.0,2.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,28.6,0.0,0.2,0.286,0.486,0.086,0.28,1.0,-3.6,0.207,10.0
4,Total,vs R,20.0,51.0,53.0,8.0,7.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,23.0,1.0,1.0,0.0,1.0,2.0,0.0,0.157,0.0,43.4,0.0,0.17,0.176,0.346,0.02,0.276,-1.0,-7.9,0.155,-24.0
5,Total,Home,16.0,52.0,53.0,11.0,9.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,19.0,1.0,0.0,0.0,1.0,1.0,0.0,0.212,0.0,35.8,0.0,0.226,0.269,0.496,0.058,0.333,2.0,-5.0,0.218,12.0
