,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,171.0,339.0,375.0,79.0,55.0,16.0,2.0,6.0,46.0,34.0,24.0,1.0,79.0,2.0,2.0,8.0,6.0,10.0,5.0,0.233,6.4,21.1,0.3,0.286,0.345,0.631,0.112,0.285,31.0,-11.0,0.28,74.0
1,Total,Away,160.0,354.0,392.0,94.0,67.0,16.0,5.0,6.0,37.0,37.0,36.0,5.0,90.0,1.0,0.0,1.0,8.0,13.0,6.0,0.266,9.2,23.0,0.4,0.335,0.39,0.725,0.124,0.341,44.0,0.6,0.318,98.0
