,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,430.0,1380.0,1540.0,377.0,247.0,64.0,9.0,57.0,249.0,159.0,132.0,2.0,459.0,10.0,8.0,10.0,11.0,82.0,17.0,0.273,8.6,29.8,0.29,0.339,0.457,0.796,0.183,0.367,212.0,38.2,0.348,110.0
1,Total,Away,426.0,1454.0,1627.0,310.0,222.0,42.0,11.0,35.0,195.0,124.0,145.0,4.0,513.0,9.0,7.0,12.0,9.0,79.0,17.0,0.213,8.9,31.5,0.28,0.287,0.329,0.617,0.116,0.301,132.0,-51.5,0.277,70.0
