,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,283.0,979.0,1135.0,293.0,179.0,79.0,10.0,25.0,161.0,150.0,132.0,7.0,122.0,8.0,12.0,4.0,30.0,3.0,5.0,0.299,11.6,10.7,1.08,0.383,0.477,0.86,0.178,0.318,180.0,42.0,0.372,124.0
1,Total,Away,260.0,936.0,1068.0,267.0,185.0,53.0,3.0,26.0,131.0,107.0,106.0,4.0,136.0,10.0,12.0,4.0,21.0,1.0,2.0,0.285,9.9,12.7,0.78,0.36,0.432,0.792,0.146,0.307,147.0,16.5,0.346,110.0
