,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,May,13.0,15.0,18.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.067,5.6,44.4,0.13,0.111,0.067,0.178,0.0,0.111,-1.0,-3.3,0.087,-59.0
1,Total,Jun,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,0.0,-100.0
