,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Away,47.0,52.0,60.0,10.0,7.0,2.0,0.0,1.0,6.0,2.0,7.0,1.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.192,11.7,16.7,0.7,0.3,0.288,0.588,0.096,0.22,4.0,-2.9,0.267,57.0
1,Total,Home vs L,10.0,5.0,9.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.4,33.3,11.1,3.0,0.556,0.6,1.156,0.2,0.4,2.0,0.6,0.407,157.0
