,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,562.0,2044.0,2157.0,575.0,402.0,110.0,7.0,56.0,231.0,295.0,82.0,7.0,373.0,14.0,16.0,1.0,61.0,18.0,7.0,0.281,3.8,17.3,0.22,0.311,0.424,0.735,0.143,0.318,247.0,-4.6,0.319,96.0
1,Total,Away,551.0,2064.0,2214.0,587.0,422.0,108.0,4.0,53.0,242.0,271.0,97.0,11.0,411.0,26.0,27.0,0.0,75.0,18.0,14.0,0.284,4.4,18.6,0.24,0.321,0.418,0.738,0.133,0.328,257.0,-1.2,0.321,97.0
