,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,76.0,158.0,184.0,50.0,37.0,7.0,3.0,3.0,28.0,17.0,19.0,2.0,39.0,5.0,2.0,0.0,3.0,0.0,0.0,0.316,10.3,21.2,0.49,0.402,0.456,0.858,0.139,0.398,30.0,6.9,0.374,130.0
1,Total,Away,79.0,174.0,204.0,49.0,34.0,11.0,0.0,4.0,18.0,26.0,21.0,3.0,51.0,1.0,4.0,4.0,6.0,2.0,0.0,0.282,10.3,25.0,0.41,0.355,0.414,0.769,0.132,0.366,26.0,0.5,0.332,98.0
