,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,192.0,546.0,582.0,165.0,121.0,31.0,4.0,9.0,63.0,80.0,28.0,2.0,64.0,4.0,3.0,1.0,15.0,2.0,1.0,0.302,4.8,11.0,0.44,0.339,0.423,0.762,0.121,0.328,74.0,8.4,0.332,81.0
1,Total,Away,181.0,530.0,567.0,128.0,96.0,31.0,0.0,1.0,35.0,34.0,25.0,0.0,99.0,5.0,5.0,2.0,17.0,6.0,1.0,0.242,4.4,17.5,0.25,0.28,0.306,0.585,0.064,0.292,39.0,-24.1,0.26,60.0
