,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,21.0,36.0,39.0,8.0,4.0,3.0,0.0,1.0,3.0,3.0,3.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.222,7.7,20.5,0.38,0.282,0.389,0.671,0.167,0.259,4.0,-1.1,0.289,74.0
1,Total,Away,21.0,52.0,58.0,8.0,6.0,2.0,0.0,0.0,6.0,5.0,2.0,0.0,15.0,2.0,2.0,0.0,0.0,0.0,0.0,0.154,3.4,25.9,0.13,0.207,0.192,0.399,0.038,0.205,0.0,-6.8,0.182,4.0
