,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,869.0,2953.0,3553.0,883.0,574.0,196.0,11.0,102.0,514.0,516.0,546.0,35.0,595.0,18.0,34.0,2.0,58.0,132.0,42.0,0.299,15.4,16.7,0.92,0.407,0.476,0.884,0.177,0.341,601.0,174.8,0.385,137.0
1,Total,Away,856.0,3110.0,3659.0,845.0,527.0,213.0,15.0,90.0,509.0,464.0,508.0,38.0,695.0,9.0,31.0,1.0,62.0,151.0,43.0,0.272,13.9,19.0,0.73,0.372,0.437,0.809,0.165,0.32,525.0,85.7,0.354,115.0
