,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,182.0,492.0,561.0,111.0,76.0,27.0,3.0,5.0,62.0,36.0,50.0,7.0,106.0,2.0,1.0,16.0,12.0,2.0,2.0,0.226,8.9,18.9,0.47,0.299,0.323,0.622,0.098,0.277,44.0,-20.9,0.276,59.0
1,Total,Away,175.0,543.0,601.0,117.0,96.0,16.0,2.0,3.0,56.0,38.0,46.0,5.0,132.0,1.0,4.0,7.0,12.0,3.0,1.0,0.215,7.7,22.0,0.35,0.276,0.269,0.545,0.053,0.277,32.0,-37.0,0.245,46.0
