,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,87.0,228.0,256.0,45.0,25.0,16.0,0.0,4.0,19.0,29.0,19.0,1.0,48.0,5.0,2.0,2.0,6.0,0.0,0.0,0.197,7.4,18.8,0.4,0.272,0.32,0.592,0.123,0.23,17.0,-13.2,0.265,54.0
1,Total,Away,95.0,262.0,303.0,50.0,36.0,10.0,0.0,4.0,19.0,31.0,26.0,1.0,59.0,9.0,3.0,3.0,13.0,0.0,0.0,0.191,8.6,19.5,0.44,0.283,0.275,0.558,0.084,0.228,19.0,-17.0,0.258,52.0
