,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,138.0,489.0,541.0,145.0,105.0,28.0,2.0,10.0,62.0,67.0,40.0,4.0,62.0,6.0,4.0,2.0,18.0,5.0,5.0,0.297,7.4,11.5,0.65,0.354,0.423,0.778,0.127,0.321,71.0,4.7,0.339,93.0
1,Total,Away,130.0,488.0,521.0,137.0,102.0,20.0,4.0,11.0,53.0,57.0,27.0,2.0,75.0,2.0,3.0,1.0,13.0,8.0,1.0,0.281,5.2,14.4,0.36,0.319,0.406,0.725,0.125,0.311,58.0,-6.0,0.315,87.0
