,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,52.0,153.0,169.0,27.0,14.0,8.0,0.0,5.0,15.0,16.0,13.0,1.0,69.0,3.0,0.0,0.0,1.0,3.0,1.0,0.176,7.7,40.8,0.19,0.254,0.327,0.581,0.15,0.278,12.0,-7.4,0.258,65.0
1,Total,Away,45.0,136.0,150.0,29.0,16.0,2.0,3.0,8.0,14.0,21.0,11.0,2.0,57.0,1.0,2.0,0.0,0.0,0.0,0.0,0.213,7.3,38.0,0.19,0.273,0.449,0.722,0.235,0.288,16.0,-1.3,0.304,90.0
