,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,37.0,48.0,56.0,10.0,8.0,0.0,2.0,0.0,8.0,5.0,6.0,4.0,17.0,0.0,0.0,2.0,0.0,1.0,2.0,0.208,10.7,30.4,0.35,0.296,0.292,0.588,0.083,0.323,3.0,-3.7,0.233,43.0
1,Total,Away,29.0,40.0,43.0,9.0,7.0,1.0,1.0,0.0,3.0,4.0,2.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0,0.0,0.225,4.7,30.2,0.15,0.279,0.3,0.579,0.075,0.333,3.0,-1.9,0.26,59.0
