,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,16.0,44.0,49.0,10.0,10.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,1.0,0.227,10.2,10.2,1.0,0.306,0.227,0.533,0.0,0.256,3.0,-2.9,0.25,46.0
1,Total,Away,22.0,49.0,58.0,12.0,9.0,2.0,0.0,1.0,9.0,8.0,7.0,0.0,4.0,0.0,1.0,1.0,5.0,0.0,1.0,0.245,12.1,6.9,1.75,0.333,0.347,0.68,0.102,0.244,6.0,-0.9,0.301,86.0
