,Season,Handedness,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,vs L as L,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
1,Total,vs R as L,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
2,Total,vs L as R,87.0,166.0,178.0,41.0,27.0,7.0,2.0,5.0,20.0,12.0,12.0,0.0,39.0,0.0,0.0,0.0,6.0,0.0,0.0,0.247,6.7,21.9,0.31,0.298,0.404,0.701,0.157,0.295,18.0,-3.3,0.306,81.0
3,Total,vs R as R,66.0,102.0,119.0,23.0,15.0,6.0,1.0,1.0,7.0,9.0,16.0,0.0,29.0,1.0,0.0,0.0,4.0,1.0,0.0,0.225,13.4,24.4,0.55,0.336,0.333,0.669,0.108,0.306,12.0,-2.2,0.306,82.0
4,Total,vs L,87.0,166.0,178.0,41.0,27.0,7.0,2.0,5.0,20.0,12.0,12.0,0.0,39.0,0.0,0.0,0.0,6.0,0.0,0.0,0.247,6.7,21.9,0.31,0.298,0.404,0.701,0.157,0.295,18.0,-3.3,0.306,81.0
5,Total,vs R,69.0,102.0,119.0,23.0,15.0,6.0,1.0,1.0,17.0,9.0,16.0,0.0,29.0,1.0,0.0,0.0,4.0,1.0,0.0,0.225,13.4,24.4,0.55,0.336,0.333,0.669,0.108,0.306,12.0,-2.2,0.306,82.0
