,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,263.0,861.0,985.0,227.0,167.0,38.0,5.0,17.0,107.0,96.0,109.0,2.0,153.0,3.0,7.0,5.0,21.0,12.0,14.0,0.264,11.1,15.5,0.71,0.346,0.379,0.725,0.115,0.301,116.0,-4.5,0.323,93.0
1,Total,Away,282.0,970.0,1123.0,248.0,174.0,46.0,12.0,16.0,135.0,95.0,140.0,3.0,166.0,3.0,1.0,9.0,19.0,22.0,5.0,0.256,12.5,14.8,0.84,0.351,0.377,0.728,0.122,0.294,136.0,-2.1,0.326,95.0
