,Season,Handedness,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,vs L as L,18.0,20.0,23.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,13.0,17.4,0.75,0.261,0.15,0.411,0.0,0.188,0.0,-2.3,0.208,18.0
1,Total,vs R as L,169.0,345.0,381.0,88.0,55.0,18.0,2.0,13.0,29.0,36.0,34.0,7.0,86.0,1.0,1.0,0.0,10.0,0.0,1.0,0.255,8.9,22.6,0.4,0.323,0.432,0.755,0.177,0.304,44.0,-2.6,0.321,93.0
2,Total,vs L as R,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
3,Total,vs R as R,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
4,Total,vs L,18.0,20.0,23.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,13.0,17.4,0.75,0.261,0.15,0.411,0.0,0.188,0.0,-2.3,0.208,18.0
5,Total,vs R,169.0,345.0,381.0,88.0,55.0,18.0,2.0,13.0,45.0,36.0,34.0,7.0,86.0,1.0,1.0,0.0,10.0,0.0,1.0,0.255,8.9,22.6,0.4,0.323,0.432,0.755,0.177,0.304,44.0,-2.6,0.321,93.0
