,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,716.0,2320.0,2623.0,689.0,430.0,142.0,11.0,106.0,341.0,368.0,243.0,30.0,433.0,36.0,23.0,1.0,45.0,10.0,13.0,0.297,9.3,16.5,0.56,0.369,0.505,0.874,0.208,0.323,419.0,114.2,0.375,139.0
1,Total,Away,721.0,2480.0,2802.0,678.0,438.0,161.0,23.0,56.0,300.0,319.0,276.0,38.0,505.0,22.0,21.0,1.0,59.0,19.0,15.0,0.273,9.9,18.0,0.55,0.349,0.425,0.773,0.151,0.321,358.0,32.2,0.336,106.0
