,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,525.0,1690.0,1853.0,439.0,236.0,119.0,12.0,72.0,249.0,245.0,135.0,5.0,470.0,4.0,14.0,10.0,26.0,28.0,21.0,0.26,7.3,25.4,0.29,0.314,0.472,0.786,0.212,0.316,238.0,14.0,0.336,102.0
1,Total,Away,506.0,1644.0,1821.0,388.0,235.0,91.0,9.0,53.0,201.0,195.0,151.0,9.0,501.0,9.0,12.0,5.0,38.0,34.0,19.0,0.236,8.3,27.5,0.3,0.302,0.399,0.701,0.163,0.304,187.0,-33.7,0.305,81.0
