,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Away,49.0,102.0,113.0,23.0,19.0,1.0,0.0,3.0,8.0,8.0,8.0,0.0,27.0,2.0,1.0,0.0,0.0,0.0,1.0,0.225,7.1,23.9,0.3,0.292,0.324,0.616,0.098,0.274,9.0,-4.6,0.273,63.0
1,Total,Home vs L,14.0,22.0,24.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.045,4.2,33.3,0.13,0.083,0.045,0.129,0.0,0.067,-2.0,-5.2,0.065,-64.0
