,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,146.0,497.0,549.0,114.0,66.0,25.0,1.0,22.0,54.0,59.0,48.0,3.0,154.0,2.0,2.0,0.0,13.0,1.0,1.0,0.229,8.7,28.1,0.31,0.299,0.416,0.715,0.187,0.285,60.0,-4.5,0.307,89.0
1,Total,Away,149.0,530.0,578.0,126.0,76.0,32.0,1.0,17.0,46.0,65.0,39.0,5.0,169.0,7.0,2.0,0.0,16.0,1.0,0.0,0.238,6.7,29.2,0.23,0.298,0.398,0.696,0.16,0.315,59.0,-8.7,0.299,83.0
