,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Home,101.0,321.0,346.0,73.0,56.0,13.0,1.0,3.0,32.0,29.0,15.0,3.0,47.0,4.0,2.0,4.0,10.0,2.0,1.0,0.227,4.3,13.6,0.32,0.269,0.302,0.571,0.075,0.256,21.0,-18.5,0.251,56.0
1,Total,Away,89.0,289.0,306.0,70.0,52.0,14.0,0.0,4.0,25.0,28.0,9.0,0.0,31.0,5.0,1.0,2.0,8.0,2.0,1.0,0.242,2.9,10.1,0.29,0.276,0.332,0.608,0.09,0.259,23.0,-11.8,0.269,63.0
