,Season,Home/Away,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
0,Total,Away,9.0,27.0,32.0,6.0,5.0,1.0,0.0,0.0,2.0,2.0,4.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.222,12.5,37.5,0.33,0.313,0.259,0.572,0.037,0.375,2.0,-1.6,0.268,56.0
1,Total,Home vs L,4.0,9.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.0,22.2,0.0,0.222,0.222,0.444,0.0,0.286,0.0,-1.0,0.199,27.0
